NAME,'STNAME','ESTIMATESBASE1990','POPESTIMATE1991','POPESTIMATE1992','POPESTIMATE1993','POPESTIMATE1994','POPESTIMAT1995','POPESTIMATE1996','POPESTIMATE1997','POPESTIMATE1998','POPESTIMATE1999','CENSUS2000POP','POPESTIMATE2001','POPESTIMATE2002','POPESTIMATE2003','POPESTIMATE2004','POPESTIMATE2005','POPESTIMATE2006','POPESTIMATE2007','POPESTIMATE2008','POPESTIMATE2009','CENSUS2010POP','POPESTIMATE2011','POPESTIMATE2012','POPESTIMATE2013','POPESTIMATE2014','POPESTIMATE2015'
'Salt Lake County','Utah',729893,751023,774408,798049,819039,836008,853076,871580,881840,891116,898387,901018,910750,918152,924802,934140,947963,966798,983719,999553,1016795,1033182,1048686,1064745,1081155,1092888
