Date,MAXtemp(F),MINtemp(F),AVGtemp(F),Percipitation,Snow,Avgwindspeed(mph),MaxWindSpeed(mph)
12/11/15,43,31,37,0,0,6.6,15
12/12/15,41,29,35,0.01,0.01,5.7,15
12/13/15,47,29,38,0.06,0.3,12.9,33
12/14/15,33,29,31,0.77,8.2,9.7,23
12/15/15,30,21,26,0.01,1,5.3,14
12/16/15,34,25,30,0.04,0.9,5,17
12/17/15,32,13,23,0.01,0.01,8.4,18
12/18/15,42,27,35,0,0,8.1,17
12/19/15,51,31,41,0,0,9.1,30
12/20/15,39,32,36,0.11,0.01,4.6,9
12/21/15,43,33,38,0.01,0,17,33
12/22/15,42,33,38,0.58,1.7,5.1,23
12/23/15,35,27,31,0.05,0.8,11.9,26
12/24/15,34,25,30,0.01,0.01,10.6,22
12/25/15,29,16,23,0.12,1.3,11.8,23
12/26/15,25,12,19,0,0,4.9,14
12/27/15,24,10,17,0,0,5.4,15
12/28/15,23,14,19,0.01,0.1,4.2,9
12/29/15,23,18,21,0.03,0.9,3.7,8
12/30/15,28,13,21,0.03,0.7,6.5,12
12/31/15,20,4,12,0,0,4.4,10
01/01/16,21,-1,10,0,0,2.9,12
01/02/16,24,4,14,0,0,3,12
01/03/16,27,19,23,0,0,2.1,8
01/04/16,30,17,24,0,0,2.6,9
01/05/16,39,26,33,0.01,0.01,3.5,15
01/06/16,41,29,35,0.11,0,2.4,13
01/07/16,35,31,33,0.03,0.1,2.3,7
01/08/16,35,31,33,0.14,1.7,7.7,14
01/09/16,36,29,33,0.01,0.01,3.7,10
01/10/16,32,23,28,0.01,0.01,4.8,10
01/11/16,34,19,27,0,0,4.3,10
01/12/16,34,19,27,0,0,4.5,14
01/13/16,31,18,25,0,0,4.6,14
01/14/16,39,24,32,0.01,0.1,5.4,14
01/15/16,35,31,33,0.07,0.8,4.4,18
01/16/16,38,28,33,0.03,0.01,7.3,17
01/17/16,45,32,39,0.01,0,8.7,14
01/18/16,41,34,38,0.34,0.01,4.8,14
01/19/16,41,26,34,0.01,0,10.1,26
01/20/16,42,30,36,0.07,0,10.7,29
01/21/16,42,27,35,0,0,6.6,13
01/22/16,43,28,36,0,0,4.4,16
01/23/16,40,28,34,0.36,2.2,5,18
01/24/16,36,32,34,0.23,1.6,5.9,20
01/25/16,37,25,31,0.01,0.01,3.8,10
01/26/16,39,22,31,0,0,5.4,10
01/27/16,37,20,29,0,0,4.8,13
01/28/16,41,23,32,0.01,0.01,5.8,16
01/29/16,48,26,37,0.03,0.01,11.2,24
01/30/16,48,23,36,0.5,4,8.5,22
01/31/16,31,19,25,0.01,0.01,6.4,14
02/01/16,30,17,24,0.06,0.5,12.1,29
02/02/16,28,14,21,0.01,0.01,3.9,9
02/03/16,29,17,23,0.01,0.5,8.8,14
02/04/16,30,19,25,0.02,0.2,6.3,18
02/05/16,41,26,34,0.02,0.7,6,10
02/06/16,41,22,32,0,0,6.9,14
02/07/16,41,23,32,0,0,4.5,9
02/08/16,40,22,31,0,0,4.3,9
02/09/16,40,24,32,0,0,4.7,9
02/10/16,33,26,30,0.01,0.01,4,13
02/11/16,34,28,31,0,0,4.7,13
02/12/16,34,29,32,0.01,0.01,3.7,12
02/13/16,37,28,33,0,0,4.1,12
02/14/16,43,29,36,0.09,0.4,7,15
02/15/16,57,38,48,0.01,0,6.8,13
02/16/16,58,37,48,0,0,8.4,16
02/17/16,61,37,49,0,0,11.4,31
02/18/16,57,33,45,0.31,1.5,18.3,43
02/19/16,56,34,45,0,0,11.9,24
02/20/16,50,35,43,0.01,0,5.9,16
02/21/16,50,31,41,0,0,5.2,12
02/22/16,44,31,38,0.01,0.01,7.4,22
02/23/16,45,27,36,0,0,5.2,12
02/24/16,51,29,40,0,0,5.9,12
02/25/16,55,30,43,0,0,5.2,12
02/26/16,62,32,47,0,0,6,14
02/27/16,65,37,51,0,0,10.2,31
02/28/16,59,32,46,0,0,4.7,12
02/29/16,54,38,46,0.01,0,6.9,17
03/01/16,61,35,48,0,0,9.3,17
03/02/16,59,39,49,0.01,0,7.7,24
03/03/16,68,38,53,0,0,7.7,16
03/04/16,69,42,56,0,0,5.2,17
03/05/16,68,50,59,0,0,10.4,21
03/06/16,62,34,48,0.6,0.01,15.3,39
03/07/16,49,34,42,0.01,0,5.1,13
03/08/16,52,32,42,0,0,4.6,13
03/09/16,52,40,46,0.04,0,6.7,17
03/10/16,68,40,54,0,0,13.1,21
03/11/16,65,49,57,0,0,12,26
03/12/16,61,44,53,0,0,7.5,18
03/13/16,60,41,51,0.01,0,7.9,24
03/14/16,55,34,45,0.24,0.1,11.5,32
03/15/16,41,32,37,0.01,0.01,6.1,15
03/16/16,51,31,41,0,0,6.3,15
03/17/16,54,38,46,0,0,9.6,20
03/18/16,49,31,40,0,0,4.9,16
03/19/16,58,31,45,0,0,5,12
03/20/16,70,35,53,0,0,6.9,16
03/21/16,68,49,59,0,0,10.1,24
03/22/16,61,33,47,0.53,1.2,8.6,31
03/23/16,49,35,42,0.01,0.01,10.1,23
03/24/16,56,37,47,0,0,9,17
03/25/16,48,37,43,0.01,0.01,9.9,21
03/26/16,50,33,42,0.01,0.01,7.1,20
03/27/16,63,38,51,0,0,13.2,28
03/28/16,48,33,41,0.47,1.4,7.2,22
03/29/16,49,37,43,0.25,0,9,22
03/30/16,48,37,43,0.01,0,6.1,14
03/31/16,53,39,46,0.07,0,5.7,24
04/01/16,57,34,46,0,0,6.3,16
04/02/16,64,37,51,0,0,7.6,13
04/03/16,71,43,57,0,0,8.1,14
04/04/16,70,48,59,0.01,0,11.8,23
04/05/16,56,42,49,0,0,7.7,24
04/06/16,63,38,51,0,0,6.9,13
04/07/16,69,42,56,0,0,6.2,15
04/08/16,78,45,62,0,0,6.4,20
04/09/16,70,57,64,0,0,15.2,24
04/10/16,68,54,61,0.01,0,10.3,23
04/11/16,70,50,60,0,0,8.4,18
04/12/16,74,50,62,0.01,0,7.5,14
04/13/16,61,50,56,0.16,0,8.2,26
04/14/16,59,37,48,0.65,0,10.3,30
04/15/16,53,34,44,0.07,0.01,12.9,29
04/16/16,59,35,47,0,0,14.5,29
04/17/16,61,37,49,0,0,9.9,25
04/18/16,61,46,54,0,0,8.5,20
04/19/16,67,47,57,0,0,5.8,14
04/20/16,76,48,62,0,0,7,14
04/21/16,83,54,69,0,0,11,20
04/22/16,81,60,71,0,0,16.5,35
04/23/16,72,45,59,0.22,0,16.3,36
04/24/16,61,45,53,0.02,0,9,18
04/25/16,61,47,54,0.01,0,11.4,25
04/26/16,59,46,53,0.09,0,8.5,26
04/27/16,59,45,52,0.14,0,7.6,22
04/28/16,58,47,53,0.03,0,7.2,16
04/29/16,59,41,50,0.01,0,5,14
04/30/16,62,43,53,0,0,9.2,23
05/01/16,65,48,57,0,0,13.2,25
05/02/16,69,43,56,0,0,5.3,15
05/03/16,75,46,61,0,0,6.5,15
05/04/16,82,51,67,0,0,10.6,23
05/05/16,84,63,74,0,0,10.5,24
05/06/16,73,53,63,0.08,0,12.5,30
05/07/16,62,46,54,0.16,0,6.2,17
05/08/16,55,50,53,0.4,0,6.5,15
05/09/16,69,47,58,0.25,0,9.7,29
05/10/16,60,43,52,0,0,8.2,20
05/11/16,62,41,52,0,0,6,14
05/12/16,78,44,61,0,0,7,15
05/13/16,85,53,69,0,0,8.9,15
05/14/16,88,58,73,0,0,11.4,25
05/15/16,74,56,65,0.01,0,12.3,37
05/16/16,66,50,58,0.01,0,6.9,23
05/17/16,70,54,62,0.01,0,8.9,20
05/18/16,76,51,64,0,0,5.3,15
05/19/16,82,56,69,0.21,0,15.7,33
05/20/16,80,55,68,0.01,0,14.5,35
05/21/16,71,49,60,0.41,0,12.3,30
05/22/16,61,46,54,0.02,0,5.9,25
05/23/16,70,44,57,0,0,4.9,23
05/24/16,72,51,62,0.01,0,10.2,28
05/25/16,68,51,60,0.01,0,5.6,21
05/26/16,72,48,60,0,0,7,18
05/27/16,74,53,64,0.01,0,6.6,18
05/28/16,76,52,64,0.01,0,6.5,15
05/29/16,80,57,69,0.01,0,8.6,31
05/30/16,79,55,67,0.01,0,9.1,21
05/31/16,78,53,66,0,0,6.7,17
06/01/16,84,56,70,0,0,6.9,15
06/02/16,89,60,75,0,0,10.1,20
06/03/16,86,59,73,0,0,5.8,15
06/04/16,91,61,76,0,0,4.8,14
06/05/16,96,64,80,0,0,6.5,13
06/06/16,97,68,83,0,0,12.9,31
06/07/16,91,70,81,0.01,0,8.4,20
06/08/16,95,69,82,0,0,8.5,14
06/09/16,94,74,84,0,0,10.9,20
06/10/16,94,72,83,0,0,14.4,30
06/11/16,79,57,68,0.32,0,9.9,25
06/12/16,78,55,67,0.01,0,7.3,29
06/13/16,74,57,66,0.19,0,7.6,21
06/14/16,87,57,72,0,0,13.3,29
06/15/16,92,56,74,0,0,18.4,38
06/16/16,78,55,67,0,0,10.5,25
06/17/16,90,56,73,0,0,7.9,24
06/18/16,95,69,82,0,0,14.2,24
06/19/16,88,62,75,0,0,6.4,15
06/20/16,100,65,83,0,0,6.8,15
06/21/16,96,71,84,0,0,7.8,17
06/22/16,98,65,82,0,0,5.2,13
06/23/16,98,73,86,0,0,8.6,18
06/24/16,91,67,79,0,0,11,22
06/25/16,81,58,70,0,0,8.7,18
06/26/16,92,58,75,0,0,5.3,12
06/27/16,101,64,83,0,0,5.9,13
06/28/16,103,73,88,0,0,12.3,37
06/29/16,98,76,87,0.01,0,10.9,32
06/30/16,92,72,82,0.01,0,8.6,22
07/01/16,90,71,81,0,0,5.8,14
07/02/16,93,70,82,0,0,7.9,15
07/03/16,95,71,83,0,0,12.7,28
07/04/16,98,75,87,0.01,0,11.9,37
07/05/16,94,69,82,0,0,8.2,20
07/06/16,89,67,78,0,0,9.2,22
07/07/16,92,62,77,0,0,6,18
07/08/16,99,73,86,0,0,15.1,31
07/09/16,100,76,88,0,0,16.2,28
07/10/16,86,61,74,0.01,0,16.6,31
07/11/16,76,51,64,0,0,5.4,15
07/12/16,89,58,74,0,0,7,17
07/13/16,90,61,76,0,0,6.2,16
07/14/16,95,63,79,0,0,5.6,14
07/15/16,98,66,82,0,0,6.7,16
07/16/16,95,70,83,0,0,6.2,17
07/17/16,99,64,82,0,0,10.2,24
07/18/16,98,81,90,0,0,19,33
07/19/16,99,77,88,0,0,16.3,26
07/20/16,101,79,90,0,0,14.8,24
07/21/16,102,79,91,0,0,11.2,22
07/22/16,102,77,90,0.01,0,11.6,31
07/23/16,95,67,81,0,0,6.8,17
07/24/16,97,64,81,0,0,5.4,14
07/25/16,101,72,87,0,0,7.7,17
07/26/16,104,77,91,0,0,8.8,21
07/27/16,101,70,86,0,0,5.7,15
07/28/16,102,74,88,0,0,6.2,15
07/29/16,102,73,88,0,0,7.1,16
07/30/16,100,76,88,0.01,0,9.1,32
07/31/16,100,76,88,0,0,9,21
08/01/16,100,76,88,0,0,7.8,14
08/02/16,101,73,87,0,0,9.6,23
08/03/16,95,69,82,0,0,10.3,20
08/04/16,93,62,78,0,0,7.8,17
08/05/16,92,71,82,0.01,0,8.7,18
08/06/16,94,71,83,0.03,0,12.7,24
08/07/16,98,71,85,0.04,0,13.3,30
08/08/16,97,66,82,0,0,8.6,21
08/09/16,98,73,86,0,0,15.6,32
08/10/16,90,62,76,0.08,0,7.5,37
08/11/16,88,63,76,0,0,8.7,21
08/12/16,92,62,77,0,0,6.3,18
08/13/16,95,65,80,0,0,8.3,17
08/14/16,98,66,82,0,0,7.1,13
08/15/16,94,73,84,0,0,10.6,36
08/16/16,98,67,83,0,0,8.3,15
08/17/16,94,74,84,0,0,10.3,25
08/18/16,93,70,82,0,0,8,17
08/19/16,91,69,80,0,0,9.2,20
08/20/16,90,61,76,0,0,5.8,15
08/21/16,95,63,79,0,0,8.2,16
08/22/16,94,72,83,0,0,9.6,17
08/23/16,90,66,78,0,0,8,15
08/24/16,84,61,73,0,0,7.7,24
08/25/16,84,55,70,0,0,6.3,14
08/26/16,88,65,77,0,0,11,22
08/27/16,89,62,76,0,0,9.3,18
08/28/16,92,64,78,0,0,9.3,18
08/29/16,95,62,79,0,0,7.2,16
08/30/16,98,66,82,0,0,9,14
08/31/16,97,74,86,0,0,11,22
09/01/16,93,72,83,0.01,0,14.5,33
09/02/16,92,70,81,0,0,17.2,31
09/03/16,87,61,74,0,0,9.3,18
09/04/16,80,60,70,0.01,0,10.7,26
09/05/16,75,52,64,0,0,7.6,18
09/06/16,80,52,66,0,0,5.5,16
09/07/16,84,57,71,0,0,6,15
09/08/16,83,54,69,0,0,6.5,21
09/09/16,77,54,66,0,0,6.8,18
09/10/16,83,50,67,0,0,6.9,14
09/11/16,91,55,73,0,0,8.3,25
09/12/16,83,57,70,0.01,0,13.9,38
09/13/16,82,51,67,0.17,0,7.1,37
09/14/16,70,54,62,0.09,0,11,25
09/15/16,68,53,61,0,0,4.7,13
09/16/16,73,49,61,0,0,5.1,13
09/17/16,80,51,66,0,0,7.5,15
09/18/16,88,57,73,0,0,8.8,16
09/19/16,92,60,76,0,0,9.8,22
09/20/16,89,60,75,0,0,9.1,25
09/21/16,84,60,72,0.02,0,16.7,24
09/22/16,79,49,64,0.89,0,13.4,32
09/23/16,51,47,49,0.48,0.001,8.2,15
09/24/16,62,47,55,0.22,0.001,7.1,17
09/25/16,68,46,57,0,0,7.7,16
09/26/16,72,49,61,0,0,5.1,12
09/27/16,77,52,65,0,0,5.1,12
09/28/16,81,54,68,0.01,0,6.6,22
09/29/16,78,62,70,0,0,10.4,25
09/30/16,78,61,70,0,0,10.3,22
10/01/16,81,58,70,0.01,0,11.8,26
10/02/16,81,55,68,0.01,0,13.5,32
10/03/16,66,46,56,0.01,0,14,31
10/04/16,60,41,51,0,0,7.4,14
10/05/16,58,41,50,0.1,0,7.3,28
10/06/16,59,38,49,0.01,0,6.4,13
10/07/16,68,40,54,0,0,7,15
10/08/16,71,41,56,0,0,5.6,10
10/09/16,77,45,61,0,0,6.9,14
10/10/16,80,55,68,0,0,11.4,24
10/11/16,70,50,60,0,0,8.2,17
10/12/16,67,43,55,0,0,4.2,9
10/13/16,75,44,60,0,0,6.3,15
10/14/16,74,58,66,0,0,16.1,38
10/15/16,76,53,65,0.01,0,8.8,26
10/16/16,72,45,59,0.01,0,12.7,33
10/17/16,59,43,51,0.35,0,7.7,25
10/18/16,60,42,51,0,0,7.2,29
10/19/16,56,41,49,0.01,0.001,5.5,13
10/20/16,62,36,49,0,0,4.7,13
10/21/16,68,37,53,0,0,4,12
10/22/16,70,40,55,0,0,4.6,15
10/23/16,76,44,60,0,0,6.7,18
10/24/16,67,59,63,0.01,0,13.8,31
10/25/16,70,51,61,0,0,9,21
10/26/16,75,49,62,0,0,8.3,22
10/27/16,78,54,66,0,0,15.1,29
10/28/16,79,55,67,0.1,0,9.9,28
10/29/16,73,54,64,0,0,7.3,25
10/30/16,72,50,61,0.06,0,14.8,36
10/31/16,59,46,53,0.25,0,5.8,26
11/01/16,54,41,48,0.01,0,7.2,15
11/02/16,56,36,46,0,0,4.5,13
11/03/16,60,36,48,0,0,4.6,10
11/04/16,61,37,49,0,0,4.1,10
11/05/16,62,39,51,0,0,3.5,8
11/06/16,68,41,55,0,0,5.1,13
11/07/16,65,40,53,0,0,4.6,10
11/08/16,66,41,54,0,0,4,9
11/09/16,69,41,55,0,0,4.4,14
11/10/16,64,41,53,0,0,3.7,9
11/11/16,66,41,54,0,0,4.5,10
11/12/16,67,43,55,0,0,5.6,15
11/13/16,64,38,51,0,0,5,10
11/14/16,70,42,56,0,0,7.8,16
11/15/16,73,44,59,0,0,5.8,16
11/16/16,59,34,47,0,0.06,12.7,32
