Date,MAXtemp(F),MINtemp(F),AVGtemp(F),Percipitation,Snow,Avgwindspeed(mph),MaxWindSpeed(mph)
04/04/14,57,35,46,0,0,5.5,14
04/05/14,62,40,51,0.01,0,8.3,15
04/06/14,56,43,50,0.05,0,6.8,23
04/07/14,60,41,51,0.01,0,7,18
04/08/14,65,42,54,0,0,5.7,15
04/09/14,78,45,62,0,0,7.1,13
04/10/14,79,48,64,0,0,8.5,17
04/11/14,70,44,57,0,0,5.2,16
04/12/14,75,47,61,0,0,7.3,14
04/13/14,69,49,59,0.02,0,8.1,41
04/14/14,54,38,46,0.02,0,14.9,33
04/15/14,56,29,43,0,0,5.6,12
04/16/14,69,40,55,0,0,11.2,26
04/17/14,58,40,49,0,0,6.1,17
04/18/14,71,37,54,0,0,12.6,23
04/19/14,66,47,57,0,0,11.9,25
04/20/14,72,46,59,0,0,4,15
04/21/14,71,51,61,0.01,0,7.8,18
04/22/14,77,41,59,0,0,5.3,17
04/23/14,77,39,58,0.22,0,19.8,44
04/24/14,53,39,46,0.08,0,7.2,22
04/25/14,67,39,53,0,0,10.9,24
04/26/14,67,45,56,0.01,0,7.6,26
04/27/14,47,40,44,0.69,0,6.2,18
04/28/14,54,34,44,0.06,0,7.4,26
04/29/14,50,35,43,0.23,0.01,11.8,23
04/30/14,55,32,44,0,0,10.2,28
05/01/14,63,32,48,0,0,7.5,23
05/02/14,69,38,54,0,0,6.4,16
05/03/14,78,47,63,0,0,8.3,16
05/04/14,83,55,69,0,0,10.6,22
05/05/14,76,58,67,0,0,11.8,23
05/06/14,71,51,61,0,0,9,22
05/07/14,62,43,53,0.04,0,9.2,23
05/08/14,52,42,47,0.28,0,6.5,17
05/09/14,61,40,51,0.18,0,8.4,17
05/10/14,60,43,52,0.45,0,6.2,24
05/11/14,58,44,51,0.01,0,7.4,22
05/12/14,52,41,47,0.01,0,11.1,23
05/13/14,57,38,48,0.01,0,7.4,26
05/14/14,62,35,49,0,0,6.1,13
05/15/14,70,38,54,0,0,7.1,15
05/16/14,77,46,62,0,0,6.9,13
05/17/14,79,55,67,0,0,8.1,15
05/18/14,80,52,66,0,0,7,14
05/19/14,74,56,65,0,0,10.9,22
05/20/14,71,50,61,0,0,9,24
05/21/14,81,49,65,0,0,6.7,21
05/22/14,80,50,65,0,0,9.5,23
05/23/14,84,50,67,0,0,8.3,21
05/24/14,74,55,65,0,0,8.1,25
05/25/14,72,54,63,0.07,0,8.6,21
05/26/14,78,52,65,0,0,6.4,18
05/27/14,86,54,70,0,0,7.5,16
05/28/14,90,63,77,0,0,8.6,14
05/29/14,93,67,80,0,0,16.3,31
05/30/14,77,57,67,0.01,0,7.9,16
05/31/14,86,56,71,0,0,7.4,23
06/01/14,89,63,76,0,0,12.2,25
06/02/14,76,56,66,0,0,7.8,16
06/03/14,90,53,72,0,0,7.7,29
06/04/14,85,66,76,0,0,9.4,25
06/05/14,85,56,71,0,0,6.5,18
06/06/14,84,55,70,0,0,6.1,17
06/07/14,88,55,72,0,0,6.4,16
06/08/14,83,53,68,0,0,4.6,14
06/09/14,78,62,70,0,0,9.6,20
06/10/14,85,58,72,0,0,9,17
06/11/14,91,64,78,0,0,11.1,21
06/12/14,83,59,71,0,0,6.6,15
06/13/14,93,59,76,0.01,0,12.9,36
06/14/14,81,63,72,0,0,14.7,30
06/15/14,68,50,59,0,0,9.5,23
06/16/14,81,53,67,0.01,0,9.1,25
06/17/14,73,53,63,0.1,0,9.7,25
06/18/14,53,43,48,0.49,0,9,21
06/19/14,65,41,53,0.01,0,6.6,18
06/20/14,78,47,63,0,0,6.7,13
06/21/14,92,56,74,0,0,8.1,18
06/22/14,87,58,73,0,0,6,14
06/23/14,89,59,74,0,0,5.7,15
06/24/14,88,60,74,0,0,4.8,13
06/25/14,95,60,78,0,0,6.9,20
06/26/14,93,61,77,0,0,5.9,16
06/27/14,84,58,71,0.61,0,10.8,25
06/28/14,76,59,68,0,0,7.7,18
06/29/14,84,56,70,0,0,6.6,18
06/30/14,88,58,73,0,0,5.7,16
07/01/14,83,60,72,0,0,6.4,14
07/02/14,89,58,74,0,0,6.2,16
07/03/14,97,64,81,0,0,7.6,16
07/04/14,98,72,85,0.01,0,12.2,31
07/05/14,98,73,86,0,0,11,23
07/06/14,97,74,86,0,0,10.5,24
07/07/14,99,66,83,0,0,6.3,15
07/08/14,99,68,84,0,0,6.7,16
07/09/14,99,69,84,0,0,6.3,14
07/10/14,95,71,83,0.01,0,12,33
07/11/14,94,69,82,0.06,0,10.9,40
07/12/14,87,70,79,0.03,0,6.9,15
07/13/14,94,66,80,0,0,4.5,10
07/14/14,98,69,84,0,0,6,16
07/15/14,103,74,89,0,0,7.9,39
07/16/14,98,77,88,0,0,10.1,28
07/17/14,90,69,80,0,0,10,25
07/18/14,93,64,79,0,0,5.4,16
07/19/14,96,71,84,0,0,7.3,15
07/20/14,96,70,83,0,0,6.9,14
07/21/14,94,73,84,0.13,0,8.3,17
07/22/14,96,68,82,0,0,13.8,26
07/23/14,98,63,81,0,0,6,16
07/24/14,103,73,88,0,0,14.8,24
07/25/14,93,71,82,0,0,11,20
07/26/14,92,64,78,0,0,6.6,16
07/27/14,94,66,80,0,0,4.9,15
07/28/14,99,65,82,0,0,5.1,13
07/29/14,92,67,80,0.15,0,10.3,29
07/30/14,76,66,71,0.11,0,5.1,15
07/31/14,82,65,74,0.02,0,5.3,16
08/01/14,85,62,74,0,0,6,14
08/02/14,91,66,79,0,0,5.7,15
08/03/14,94,67,81,0,0,6.3,18
08/04/14,93,67,80,0.01,0,9.1,25
08/05/14,86,64,75,0.22,0,10.4,33
08/06/14,83,66,75,0.19,0,8.1,37
08/07/14,85,63,74,0.13,0,7.1,28
08/08/14,81,58,70,0.01,0,6.7,17
08/09/14,88,63,76,0,0,8.3,21
08/10/14,89,65,77,0,0,5.4,15
08/11/14,92,61,77,0,0,4.8,13
08/12/14,95,66,81,0,0,6.9,15
08/13/14,93,65,79,0.17,0,8.9,45
08/14/14,85,63,74,0,0,8.7,24
08/15/14,89,65,77,0.09,0,9.9,20
08/16/14,93,70,82,0.01,0,10.1,20
08/17/14,91,63,77,0,0,6.1,14
08/18/14,94,63,79,0,0,6.6,15
08/19/14,94,65,80,0,0,7.5,28
08/20/14,80,64,72,0.08,0,11.5,31
08/21/14,81,61,71,0.31,0,12.9,24
08/22/14,82,63,73,0.01,0,8.5,24
08/23/14,83,59,71,0.3,0,10.4,29
08/24/14,73,54,64,0.08,0,8.6,25
08/25/14,79,51,65,0.01,0,5.7,22
08/26/14,82,62,72,0.15,0,9.5,21
08/27/14,80,60,70,0.05,0,8.4,20
08/28/14,76,59,68,0,0,4.4,12
08/29/14,85,59,72,0,0,7.5,13
08/30/14,89,60,75,0,0,9.6,17
08/31/14,85,69,77,0.01,0,9.2,23
09/01/14,76,58,67,0,0,8.8,28
09/02/14,80,55,68,0,0,6.3,13
09/03/14,89,57,73,0,0,7.1,15
09/04/14,87,64,76,0,0,14.3,23
09/05/14,76,54,65,0,0,6.7,15
09/06/14,84,59,72,0,0,6.8,20
09/07/14,87,61,74,0.1,0,7.8,20
09/08/14,92,64,78,0,0,9.7,22
09/09/14,87,66,77,0.02,0,15.4,33
09/10/14,73,57,65,0.18,0,9.3,25
09/11/14,78,53,66,0,0,7.9,15
09/12/14,74,49,62,0,0,8.3,22
09/13/14,73,45,59,0,0,4.2,10
09/14/14,85,50,68,0,0,6.6,12
09/15/14,88,60,74,0,0,5.6,14
09/16/14,89,64,77,0.01,0,7.1,14
09/17/14,93,61,77,0.01,0,7.8,15
09/18/14,94,69,82,0,0,10.8,20
09/19/14,92,67,80,0,0,13.6,24
09/20/14,82,61,72,0.19,0,5.8,16
09/21/14,84,56,70,0,0,6,14
09/22/14,71,60,66,0.39,0,6.2,20
09/23/14,77,60,69,0.01,0,4.3,13
09/24/14,85,58,72,0,0,6.4,12
09/25/14,89,59,74,0,0,10.9,24
09/26/14,91,65,78,0,0,15.1,28
09/27/14,88,64,76,0.01,0,12.8,33
09/28/14,65,56,61,1.25,0,11.7,31
09/29/14,69,52,61,0.14,0,7.3,22
09/30/14,65,50,58,0.12,0,8,18
10/01/14,63,51,57,0.11,0,6.1,22
10/02/14,56,45,51,0.01,0,8,18
10/03/14,64,42,53,0,0,6.8,14
10/04/14,68,44,56,0,0,3.9,12
10/05/14,71,44,58,0,0,4.6,12
10/06/14,73,47,60,0,0,4.5,10
10/07/14,76,49,63,0,0,4.9,13
10/08/14,79,50,65,0,0,4.9,12
10/09/14,79,51,65,0,0,4.3,12
10/10/14,75,47,61,0,0,5.7,12
10/11/14,74,49,62,0,0,5.6,10
10/12/14,71,47,59,0,0,5.5,12
10/13/14,61,44,53,0.01,0,13.6,32
10/14/14,65,39,52,0,0,6.3,13
10/15/14,75,43,59,0,0,10.2,24
10/16/14,79,50,65,0,0,17.8,33
10/17/14,64,46,55,0,0,4.7,12
10/18/14,69,43,56,0,0,4.4,10
10/19/14,72,44,58,0,0,4.4,10
10/20/14,73,44,59,0,0,5.2,12
10/21/14,79,48,64,0,0,9.2,17
10/22/14,71,41,56,0,0,12.5,25
10/23/14,63,38,51,0,0,5,10
10/24/14,71,43,57,0,0,6.1,12
10/25/14,79,43,61,0,0,6.2,21
10/26/14,79,54,67,0.01,0,17.2,30
10/27/14,67,46,57,0.01,0,9.1,23
10/28/14,52,39,46,0.01,0,4.8,14
10/29/14,59,33,46,0,0,5.2,9
10/30/14,65,35,50,0,0,5.9,9
10/31/14,69,38,54,0,0,6.1,20
11/01/14,77,50,64,0,0,13.8,26
11/02/14,72,50,61,0.01,0,14.9,39
11/03/14,51,40,46,0.03,0,8.9,21
11/04/14,48,34,41,0.01,0,6.9,21
11/05/14,53,29,41,0,0,5.8,13
11/06/14,58,37,48,0,0,5.9,14
11/07/14,61,35,48,0,0,5.8,12
11/08/14,63,36,50,0,0,3.9,13
11/09/14,63,35,49,0,0,5.7,12
11/10/14,67,38,53,0,0,8.4,17
11/11/14,52,33,43,0.01,0,8.7,28
11/12/14,45,27,36,0,0,8.8,20
11/13/14,36,23,30,0,0,4.7,14
11/14/14,33,23,28,0.02,0.2,5.2,13
11/15/14,51,31,41,0.01,0,7.7,20
11/16/14,42,20,31,0.08,0.1,11.2,23
11/17/14,29,14,22,0,0,5.7,16
11/18/14,36,16,26,0,0,4.4,9
11/19/14,44,18,31,0,0,5.3,12
11/20/14,46,23,35,0,0,2.7,8
11/21/14,50,27,39,0,0,2.4,9
11/22/14,50,25,38,0,0,4.5,10
11/23/14,50,35,43,0.41,0,13.8,36
11/24/14,41,31,36,0.05,0.5,10.4,29
11/25/14,42,29,36,0.01,0,10.5,21
11/26/14,45,30,38,0.01,0,9.5,17
11/27/14,61,35,48,0,0,7.1,14
11/28/14,58,43,51,0,0,11.2,18
11/29/14,66,42,54,0,0,13.9,30
11/30/14,66,49,58,0,0,15.3,33
12/01/14,57,34,46,0.01,0,9.5,18
12/02/14,52,34,43,0,0,3.9,10
12/03/14,48,30,39,0,0,3.2,10
12/04/14,52,36,44,0.05,0,6.2,18
12/05/14,59,40,50,0,0,5.2,15
12/06/14,56,37,47,0,0,5.1,14
12/07/14,58,39,49,0,0,7.8,17
12/08/14,58,35,47,0,0,5.1,12
12/09/14,55,34,45,0,0,4.8,13
12/10/14,52,32,42,0,0,4.6,10
12/11/14,55,30,43,0,0,4.1,13
12/12/14,57,34,46,0,0,16.5,28
12/13/14,63,49,56,0.01,0,13.7,24
12/14/14,52,35,44,0.08,0.01,11.1,26
12/15/14,38,27,33,0.03,0.2,6,16
12/16/14,43,24,34,0,0,5.6,13
12/17/14,43,30,37,0,0,3.6,16
12/18/14,41,30,36,0,0,1.8,9
12/19/14,46,29,38,0,0,5.4,10
12/20/14,47,31,39,0.01,0,9.9,18
12/21/14,42,37,40,0.04,0,4.7,14
12/22/14,48,38,43,0.53,0,10.5,22
12/23/14,46,33,40,0.25,0,11.9,29
12/24/14,39,27,33,0,0,5.8,17
12/25/14,48,27,38,0,0,13,29
12/26/14,45,26,36,0.29,2.7,10.3,23
12/27/14,30,20,25,0,0,6.5,18
12/28/14,28,17,23,0,0,7.3,14
12/29/14,33,25,29,0.03,0.6,8.4,18
12/30/14,28,18,23,0.1,2.2,5.5,20
12/31/14,21,2,12,0,0,6.5,21
01/01/15,24,5,15,0,0,3,12
01/02/15,26,11,19,0,0,4.6,14
01/03/15,32,20,26,0,0,3.5,9
01/04/15,35,20,28,0,0,4.9,12
01/05/15,43,30,37,0,0,4.2,12
01/06/15,47,29,38,0,0,2.8,9
01/07/15,48,27,38,0,0,2.7,10
01/08/15,46,26,36,0,0,2.9,9
01/09/15,44,26,35,0,0,2.8,9
01/10/15,36,25,31,0.07,0,2.5,8
01/11/15,45,33,39,0.03,0,3.1,9
01/12/15,40,32,36,0.69,0.1,5.1,15
01/13/15,39,30,35,0.02,0.2,6.9,15
01/14/15,33,27,30,0,0,3.7,10
01/15/15,38,24,31,0,0,4.4,13
01/16/15,36,25,31,0.01,0.01,4.5,15
01/17/15,48,26,37,0,0,5.2,13
01/18/15,51,36,44,0.01,0,6.8,15
01/19/15,46,34,40,0.05,0,5,14
01/20/15,41,28,35,0,0,3.5,14
01/21/15,37,24,31,0,0,4,13
01/22/15,40,21,31,0,0,5.5,10
01/23/15,39,23,31,0,0,5.4,15
01/24/15,42,23,33,0,0,4.5,12
01/25/15,52,31,42,0,0,3.1,9
01/26/15,51,30,41,0,0,4.8,10
01/27/15,58,29,44,0,0,6.3,24
01/28/15,50,33,42,0.01,0,5.1,13
01/29/15,44,28,36,0,0,3.7,9
01/30/15,44,36,40,0.01,0,3.9,9
01/31/15,47,30,39,0,0,7.8,17
02/01/15,50,27,39,0,0,5,17
02/02/15,56,41,49,0.01,0,5.3,16
02/03/15,59,41,50,0.01,0,6.2,15
02/04/15,58,42,50,0.03,0,5.2,16
02/05/15,65,40,53,0,0,10.4,24
02/06/15,68,45,57,0,0,16.3,33
02/07/15,68,51,60,0.01,0,13.9,31
02/08/15,64,41,53,0.01,0,5.6,20
02/09/15,58,43,51,0.11,0,9.7,24
02/10/15,52,37,45,0.01,0,7.2,18
02/11/15,53,32,43,0,0,5.1,13
02/12/15,59,35,47,0,0,4,13
02/13/15,59,32,46,0,0,3.9,9
02/14/15,60,35,48,0,0,5.8,12
02/15/15,53,33,43,0,0,5.9,17
02/16/15,50,30,40,0,0,8.9,22
02/17/15,49,26,38,0,0,4.4,9
02/18/15,59,29,44,0,0,6.4,12
02/19/15,61,32,47,0,0,4.4,10
02/20/15,51,37,44,0.01,0,7.8,22
02/21/15,46,31,39,0.03,0.01,7.7,23
02/22/15,41,24,33,0,0,8.1,22
02/23/15,41,21,31,0,0,8.9,22
02/24/15,47,23,35,0,0,5.3,14
02/25/15,53,34,44,0,0,8.1,18
02/26/15,39,31,35,0.1,0.01,5.8,16
02/27/15,45,29,37,0.01,0,7.3,14
02/28/15,45,27,36,0.01,0,5.6,17
03/01/15,48,32,40,0,0,3.3,10
03/02/15,42,32,37,0.3,0.3,5.2,14
03/03/15,38,29,34,0.18,2.5,7.6,22
03/04/15,40,25,33,0,0,5.9,12
03/05/15,50,27,39,0,0,7.2,12
03/06/15,55,30,43,0,0,5.7,12
03/07/15,59,31,45,0,0,4.8,10
03/08/15,58,32,45,0,0,6.2,14
03/09/15,59,32,46,0,0,5.9,15
03/10/15,65,35,50,0,0,6.8,12
03/11/15,65,42,54,0.01,0,11.2,23
03/12/15,58,42,50,0.05,0,5.8,17
03/13/15,64,37,51,0,0,5.6,14
03/14/15,69,42,56,0,0,10,22
03/15/15,73,50,62,0,0,12.4,25
03/16/15,74,52,63,0,0,8,18
03/17/15,74,47,61,0,0,10.5,23
03/18/15,62,44,53,0,0,8.1,21
03/19/15,60,34,47,0,0,7.1,17
03/20/15,68,38,53,0,0,6.6,10
03/21/15,71,42,57,0,0,8.2,22
03/22/15,66,41,54,0,0,5.3,16
03/23/15,58,40,49,0.13,0,9.4,29
03/24/15,57,36,47,0.05,0,8.1,21
03/25/15,51,33,42,0,0,7.2,15
03/26/15,61,35,48,0,0,5.4,12
03/27/15,72,39,56,0,0,5.6,10
03/28/15,74,47,61,0,0,10.1,25
03/29/15,66,39,53,0,0,6.1,16
03/30/15,74,40,57,0,0,5.4,12
03/31/15,78,48,63,0,0,15.4,30
04/01/15,54,37,46,0,0,10,26
04/02/15,50,35,43,0,0,9.8,22
04/03/15,56,31,44,0,0,6.4,14
04/04/15,68,39,54,0,0,11.6,23
04/05/15,70,48,59,0,0,13.2,30
04/06/15,57,42,50,0,0,11,23
04/07/15,64,39,52,0,0,13.2,29
04/08/15,55,37,46,0.25,0,13.6,31
04/09/15,58,39,49,0.01,0,6.4,15
04/10/15,66,39,53,0,0,5,14
04/11/15,70,45,58,0.01,0,10.6,31
04/12/15,57,42,50,0.01,0,9.1,30
04/13/15,74,39,57,0,0,8.5,17
04/14/15,76,33,55,0.29,0.3,20.3,49
04/15/15,37,29,33,0.51,5.5,6.5,29
04/16/15,55,32,44,0.01,0.01,10.3,23
04/17/15,62,38,50,0,0,7,18
04/18/15,67,41,54,0,0,5.5,16
04/19/15,68,43,56,0,0,6.7,15
04/20/15,69,43,56,0,0,5.6,15
04/21/15,75,45,60,0,0,7.7,16
04/22/15,74,48,61,0.01,0,10.6,28
04/23/15,69,51,60,0.01,0,6.5,30
04/24/15,68,46,57,0.48,0,10.1,23
04/25/15,59,42,51,0.37,0,7.2,17
04/26/15,52,39,46,0.42,0,11,28
04/27/15,60,39,50,0,0,9.1,21
04/28/15,71,43,57,0,0,5.8,15
04/29/15,80,49,65,0,0,7.3,17
04/30/15,71,55,63,0,0,8.6,18
05/01/15,75,50,63,0,0,5.2,13
05/02/15,82,59,71,0,0,8.7,18
05/03/15,79,57,68,0.01,0,9.2,31
05/04/15,76,57,67,0.01,0,7.5,22
05/05/15,69,55,62,0.02,0,7.2,23
05/06/15,65,48,57,0.93,0,9.1,18
05/07/15,67,48,58,0.04,0,8.2,20
05/08/15,65,48,57,0.02,0,8,21
05/09/15,51,44,48,0.92,0,5.9,12
05/10/15,61,44,53,0,0,4.7,16
05/11/15,73,44,59,0,0,12,25
05/12/15,78,58,68,0.01,0,16.2,31
05/13/15,76,54,65,0,0,10.7,29
05/14/15,72,49,61,0.08,0,11.8,25
05/15/15,58,46,52,0.01,0,13.5,24
05/16/15,52,44,48,0.49,0,7.7,18
05/17/15,63,48,56,0.53,0,3.5,21
05/18/15,67,49,58,0.34,0,8,29
05/19/15,61,49,55,0.14,0,6.6,24
05/20/15,68,50,59,0.01,0,9,24
05/21/15,68,48,58,0.01,0,5.8,21
05/22/15,64,51,58,0.01,0,7.1,20
05/23/15,60,49,55,0.19,0,6.4,17
05/24/15,66,47,57,0.15,0,5.6,23
05/25/15,71,52,62,0.01,0,6,14
05/26/15,62,55,59,0.11,0,6.8,17
05/27/15,71,51,61,0.1,0,8.1,33
05/28/15,71,51,61,0.1,0,8.7,17
05/29/15,76,51,64,0,0,6,12
05/30/15,85,56,71,0,0,9.1,18
05/31/15,91,61,76,0,0,8.5,20
06/01/15,92,62,77,0,0,15.2,31
06/02/15,80,56,68,0,0,6.6,17
06/03/15,80,58,69,0.01,0,7.4,40
06/04/15,81,55,68,0,0,6.7,17
06/05/15,80,59,70,0.01,0,7.2,28
06/06/15,79,56,68,0.37,0,12.1,32
06/07/15,78,54,66,0,0,5.2,12
06/08/15,86,59,73,0,0,6.5,14
06/09/15,89,64,77,0,0,6.7,16
06/10/15,84,69,77,0,0,10.9,20
06/11/15,78,65,72,0.15,0,6.6,25
06/12/15,87,61,74,0,0,7.4,17
06/13/15,88,61,75,0,0,5.7,16
06/14/15,89,62,76,0,0,6.2,16
06/15/15,91,69,80,0.13,0,13.6,25
06/16/15,91,63,77,0,0,6,14
06/17/15,94,62,78,0,0,6.6,14
06/18/15,98,68,83,0,0,9.7,18
06/19/15,94,71,83,0,0,8.1,18
06/20/15,93,63,78,0,0,6.9,17
06/21/15,96,65,81,0,0,10,25
06/22/15,91,65,78,0,0,6.5,16
06/23/15,94,62,78,0,0,6.5,16
06/24/15,97,69,83,0,0,7.3,18
06/25/15,96,68,82,0,0,6.1,15
06/26/15,99,68,84,0,0,4.4,13
06/27/15,101,72,87,0,0,6.1,14
06/28/15,102,74,88,0,0,6.7,14
06/29/15,104,78,91,0,0,7.7,15
06/30/15,101,77,89,0.01,0,8.2,32
07/01/15,98,75,87,0,0,6.2,15
07/02/15,98,76,87,0,0,7,15
07/03/15,99,74,87,0,0,6.9,13
07/04/15,99,79,89,0.01,0,7.3,25
07/05/15,89,69,79,0.03,0,6.4,16
07/06/15,89,68,79,0.01,0,8.2,30
07/07/15,86,66,76,0.03,0,8.4,22
07/08/15,83,60,72,0.93,0,9.8,30
07/09/15,85,60,73,0.01,0,8.3,25
07/10/15,79,64,72,0.02,0,7.9,26
07/11/15,88,66,77,0,0,15,24
07/12/15,91,67,79,0,0,13.1,28
07/13/15,91,70,81,0,0,9.4,23
07/14/15,90,63,77,0,0,7.2,18
07/15/15,90,70,80,0,0,8.3,20
07/16/15,94,65,80,0,0,6.1,16
07/17/15,88,70,79,0,0,10.3,24
07/18/15,83,64,74,0,0,9.5,23
07/19/15,86,61,74,0,0,5.8,16
07/20/15,83,62,73,0.06,0,6.3,18
07/21/15,88,64,76,0,0,7.2,13
07/22/15,86,68,77,0.15,0,8.2,32
07/23/15,89,62,76,0,0,7.7,25
07/24/15,92,63,78,0,0,7.5,28
07/25/15,90,66,78,0,0,7.4,16
07/26/15,98,70,84,0,0,12.7,25
07/27/15,84,61,73,0,0,15.7,30
07/28/15,78,54,66,0,0,7.1,16
07/29/15,86,53,70,0,0,5,13
07/30/15,93,58,76,0,0,7.2,15
07/31/15,95,62,79,0,0,5.6,15
08/01/15,95,65,80,0,0,6.7,14
08/02/15,92,66,79,0.01,0,9.5,33
08/03/15,75,62,69,0.44,0,8.1,29
08/04/15,92,59,76,0,0,4.8,14
08/05/15,90,63,77,0.01,0,13.9,43
08/06/15,88,59,74,0,0,6.8,14
08/07/15,84,61,73,0.4,0,13.6,51
08/08/15,79,59,69,0.01,0,6.9,18
08/09/15,87,58,73,0,0,5.8,12
08/10/15,94,64,79,0,0,8.7,29
08/11/15,94,70,82,0.04,0,8.2,39
08/12/15,90,71,81,0,0,9.6,21
08/13/15,95,70,83,0,0,8.2,16
08/14/15,98,77,88,0,0,12.3,23
08/15/15,93,72,83,0,0,7.4,16
08/16/15,90,68,79,0,0,6.1,15
08/17/15,91,62,77,0,0,6.2,18
08/18/15,83,60,72,0,0,6.8,16
08/19/15,86,61,74,0,0,7,17
08/20/15,90,62,76,0,0,7.6,17
08/21/15,95,67,81,0,0,9.1,22
08/22/15,85,62,74,0,0,6.9,15
08/23/15,92,59,76,0,0,6,13
08/24/15,98,70,84,0,0,9.8,18
08/25/15,98,71,85,0,0,8.4,20
08/26/15,84,68,76,0.01,0,7.5,20
08/27/15,88,65,77,0,0,7.2,15
08/28/15,94,66,80,0,0,8.2,14
08/29/15,96,73,85,0,0,15.3,24
08/30/15,88,70,79,0.01,0,9.9,20
08/31/15,87,62,75,0.01,0,6.9,17
09/01/15,92,71,82,0.01,0,14.8,35
09/02/15,92,74,83,0,0,18.6,29
09/03/15,89,74,82,0,0,19.3,31
09/04/15,88,72,80,0,0,19.7,32
09/05/15,79,53,66,0.01,0,16.8,31
09/06/15,72,47,60,0,0,4.9,16
09/07/15,79,51,65,0,0,6.1,15
09/08/15,82,49,66,0,0,5.6,14
09/09/15,87,55,71,0,0,6.6,12
09/10/15,89,57,73,0,0,6.9,15
09/11/15,90,57,74,0,0,6.3,15
09/12/15,92,59,76,0,0,6.3,15
09/13/15,91,61,76,0,0,8.5,15
09/14/15,80,64,72,0.18,0,11.5,29
09/15/15,72,57,65,0.63,0,15.4,39
09/16/15,66,48,57,0.93,0,14.2,30
09/17/15,66,51,59,0.01,0,7.4,20
09/18/15,66,45,56,0,0,5.4,13
09/19/15,73,46,60,0,0,5.9,13
09/20/15,81,49,65,0,0,6.1,12
09/21/15,84,54,69,0,0,6.6,13
09/22/15,86,56,71,0,0,5.6,13
09/23/15,87,58,73,0,0,6.9,15
09/24/15,87,57,72,0,0,7.1,14
09/25/15,93,60,77,0,0,8.4,16
09/26/15,90,68,79,0,0,11.8,21
09/27/15,88,70,79,0,0,9.8,23
09/28/15,84,63,74,0,0,5.6,15
09/29/15,84,62,73,0,0,3.9,15
09/30/15,86,67,77,0.01,0,5.6,24
10/01/15,88,68,78,0,0,9.9,30
10/02/15,69,57,63,0.09,0,6.9,13
10/03/15,66,55,61,0.17,0,5.2,20
10/04/15,73,51,62,0.01,0,7.3,14
10/05/15,73,54,64,0,0,6,16
10/06/15,71,55,63,0.01,0,7.6,14
10/07/15,72,51,62,0,0,5.9,14
10/08/15,75,54,65,0,0,6.3,15
10/09/15,75,52,64,0,0,6,15
10/10/15,85,53,69,0,0,10.5,23
10/11/15,75,53,64,0,0,10.9,25
10/12/15,78,49,64,0,0,5.5,10
10/13/15,80,50,65,0,0,7.5,12
10/14/15,82,52,67,0,0,6.9,13
10/15/15,80,52,66,0,0,6.3,13
10/16/15,81,51,66,0,0,5.9,15
10/17/15,77,57,67,0.13,0,9.8,25
10/18/15,76,56,66,0.09,0,9.2,24
10/19/15,68,52,60,0,0,11.8,24
10/20/15,64,47,56,0.01,0.001,7.2,17
10/21/15,68,46,57,0,0,5.2,14
10/22/15,64,45,55,0.01,0,5.8,24
10/23/15,63,44,54,0,0,5,13
10/24/15,68,46,57,0,0,7,15
10/25/15,68,48,58,0,0,7.6,17
10/26/15,68,48,58,0,0,6.3,13
10/27/15,59,41,50,0,0,5.6,17
10/28/15,58,40,49,0,0,5.6,12
10/29/15,53,45,49,0.12,0,6,17
10/30/15,53,37,45,0.01,0.001,6,16
10/31/15,66,48,57,0,0,10.2,17
11/01/15,71,50,61,0,0,10.8,26
11/02/15,73,49,61,0,0,14.3,29
11/03/15,63,42,53,0.02,0,16.8,43
11/04/15,45,37,41,0.04,0.01,7.6,18
11/05/15,44,34,39,0.01,0.01,4.5,16
11/06/15,46,33,40,0.02,0.01,5,10
11/07/15,51,29,40,0,0,5.3,10
11/08/15,59,29,44,0,0,7.7,21
11/09/15,64,38,51,0.08,0,16.7,38
11/10/15,39,33,36,0.18,0.01,9.8,25
11/11/15,46,33,40,0.01,0.01,6,13
11/12/15,51,32,42,0,0,7.3,15
11/13/15,52,30,41,0,0,5.5,10
11/14/15,55,30,43,0,0,4.8,13
11/15/15,59,37,48,0,0,15.7,32
11/16/15,46,31,39,0.01,0,16.7,35
11/17/15,38,26,32,0,0,5.8,17
11/18/15,49,33,41,0,0,9.2,20
11/19/15,52,31,42,0.01,0,7.9,15
11/20/15,50,27,39,0.01,0,10.1,25
11/21/15,45,23,34,0,0,4.8,9
11/22/15,46,22,34,0,0,4.5,8
11/23/15,46,23,35,0,0,3.3,10
11/24/15,54,25,40,0,0,8,18
11/25/15,56,33,45,0.01,0,12.3,35
11/26/15,37,27,32,0,0,7.5,21
11/27/15,35,21,28,0,0,9.8,21
11/28/15,29,21,25,0.04,0.9,5.1,13
11/29/15,30,20,25,0.01,0.4,4.6,13
11/30/15,34,21,28,0.01,0.1,7.4,16
12/01/15,38,19,29,0,0,5,10
12/02/15,39,19,29,0,0,5.1,13
12/03/15,43,20,32,0,0,4.1,9
12/04/15,43,27,35,0,0,2.9,10
12/05/15,48,23,36,0,0,3.6,10
12/06/15,49,27,38,0,0,4.8,16
12/07/15,48,26,37,0.07,0,4.9,15
12/08/15,57,33,45,0.01,0,4.4,13
12/09/15,61,40,51,0.01,0,9.5,25
12/10/15,60,33,47,0.35,0,14.4,39
